variable_code,variable_long_name,time_frequency,mip_table,total_size_GB,number_of_downloads
hcl,HCl Volume Mixing Ratio,mon,AERmonZ,11.87,1047
volo,Sea Water Volume,dec,Odec,11.71,175
emiaoa,Total Emission Rate of Anthropogenic Organic Aerosol,mon,AERmon,11.69,383
mrroli,Land Ice Runoff Flux,mon,ImonAnt,11.37,564
sosga,Global Average Sea Surface Salinity,mon,Omon,11.16,82809
htovovrt,Northward Ocean Heat Transport Due to Overturning,mon,Omon,11.11,46698
chlcalcos,Surface Mass Concentration of Calcareous Phytoplankton Expressed as Chlorophyll in Sea Water,mon,Omon,11.04,106
spco2,Northward Ocean Salt Transport Due to Overturning,mon,Omon,10.94,608
hfss,Surface Upward Sensible Heat Flux,3hrPt,CF3hr,10.87,23
fnveglitter,Total Nitrogen Mass Flux from Vegetation to Litter,mon,Emon,10.79,7886
soga,Global Mean Sea Water Salinity,dec,Odec,10.77,194
rldscs,Surface Downwelling Clear-Sky Longwave Radiation,3hrPt,CF3hr,10.72,24
prrc,Convective Rainfall Rate,day,Eday,10.66,12
jpdftaureliqmodis,MODIS Optical Thickness-Particle Size Joint Distribution,mon,Emon,10.64,29
phycalcos,Surface Mole Concentration of Calcareous Phytoplankton Expressed as Carbon in Sea Water,mon,Omon,10.53,102
bry,Total Inorganic Bromine Volume Mixing Ratio,mon,AERmonZ,10.50,1085
sedustci,Sedimentation Flux of Dust Mode Coarse Insoluble,mon,Emon,10.34,76
jpdftaureliqmodis,"MODIS Optical Thickness-Particle Size Joint Distribution, Liquid",3hrPt,E3hrPt,10.33,26
sidragbot,Ocean Drag Coefficient,mon,SImon,10.29,350
flandice,Water Flux into Sea Water from Land Ice,mon,Emon,10.17,681
limncalc,Nitrogen Limitation of Calcareous Phytoplankton,mon,Omon,10.15,97
vsfcorr,Virtual Salt Flux Correction,mon,Omon,10.05,135
intppcalc,Net Primary Mole Productivity of Carbon by Calcareous Phytoplankton,mon,Omon,10.01,98
rtmt,Net Downward Radiative Flux at Top of Model,monC,Amon,9.98,103
sbl,Surface Snow and Ice Sublimation Flux,mon,ImonAnt,9.92,576
rlusis,Ice Sheet Surface Upwelling Longwave Radiation,mon,LImon,9.91,662
limfecalc,Iron Limitation of Calcareous Phytoplankton,mon,Omon,9.70,91
limirrcalc,Irradiance Limitation of Calcareous Phytoplankton,mon,Omon,9.57,96
sbl,Surface Snow and Ice Sublimation Flux,mon,ImonGre,9.49,560
tslsi,Surface Downwelling Shortwave Radiation,3hrPt,3hr,9.38,2
csoil,Carbon Mass in Model Soil Pool,yrPt,Eyr,9.37,10231
snc,Snow Area Percentage,mon,ImonAnt,9.32,2479
sltovovrt,Northward Ocean Salt Transport Due to Overturning,mon,Omon,9.32,61281
intparag,Aragonite Production,mon,Omon,9.25,305
snc,Snow Area Percentage,mon,ImonGre,9.12,2452
limndiaz,Nitrogen Limitation of Diazotrophs,mon,Omon,9.11,88
nlittersurf,Nitrogen Mass in Above-Ground Litter (non CWD),mon,Emon,8.92,7335
sltovgyre,Northward Ocean Salt Transport Due to Gyre,mon,Omon,8.88,47159
nlittersubsurf,Nitrogen Mass in Below-Ground Litter (non CWD),mon,Emon,8.73,7457
ocontempmint,Depth Integral of Product of Sea Water Density and Conservative Temperature,mon,Emon,8.72,23
sbl,Surface Snow and Ice Sublimation Flux,3hrPt,CF3hr,8.71,15
rsusis,Ice Sheet Surface Upwelling Shortwave Radiation,mon,LImon,8.67,685
jpdftaureicemodis,MODIS Joint Distribution of Optical Thickness and Particle Size,mon,Emon,8.57,24
fracinlut,Annual Gross Percentage That Was Transferred into This Tile from Other Land-Use Tiles,yr,Eyr,8.51,30783
cli,Global Mean Mole Fraction of CFC12,mon,Amon,8.42,4
rlutcs,TOA Outgoing Clear-Sky Longwave Radiation,1hrCM,E1hrClimMon,8.41,36
acabf,Surface Mass Balance Flux,mon,ImonAnt,8.40,575
oxloss,Total Odd Oxygen (Ox) Loss Rate,mon,EmonZ,8.21,426
fraclut,Percentage of Grid Cell for Each Land-Use Tile,yrPt,Eyr,8.20,2673
tauv,Surface Downward Northward Wind Stress,3hrPt,CF3hr,8.16,20
rlds,Surface Downwelling Longwave Radiation,3hrPt,CF3hr,8.15,25
prc,Convective Precipitation,monC,Amon,8.14,90
prsn,Snowfall Flux,monC,Amon,8.13,136
fracoutlut,Annual gross percentage of Land-use tile  that was transferred into other Land-use tiles,yr,Eyr,8.06,30887
tsn,Snow Internal Temperature,mon,ImonAnt,8.02,546
tsn,Snow Internal Temperature,mon,ImonGre,8.01,570
acabf,Surface Mass Balance Flux,mon,ImonGre,7.94,558
rsut,TOA Outgoing Shortwave Radiation,1hrCM,E1hrClimMon,7.92,32
netatmoslandc14flux,Net Mass Flux of 14C Between Atmosphere and Land (Positive into Land) as a Result of All Processes [kgC m-2 s-1],mon,Emon,7.91,312
netatmoslandc13flux,Net Mass Flux of 13C Between Atmosphere and Land (Positive into Land) as a Result of All Processes [kgC m-2 s-1],mon,Emon,7.86,301
fnvegsoil,Total Nitrogen Mass Flux from Vegetation Directly to Soil,mon,Emon,7.84,341
clitterlut,Carbon  in Above and Below-Ground Litter Pools on Land-Use Tiles,yrPt,Eyr,7.84,3444
sftlf,Percentage of the grid  cell occupied by land (including lakes),fx,fx,7.78,127655
prsn,Snowfall Flux,3hrPt,CF3hr,7.76,20
prrsn,Fraction of Rainfall on Snow,day,Eday,7.70,47
sistremax,Maximum Shear Stress in Sea Ice,mon,SImon,7.66,149
rsut,TOA Outgoing Shortwave Radiation,3hrPt,CF3hr,7.63,27
jpdftaureicemodis,"MODIS Joint Distribution of Optical Thickness and Particle Size, Ice",3hrPt,E3hrPt,7.58,26
chepasoa,Total Net Production of Anthropogenic Secondary Organic Aerosol,mon,AERmon,7.56,94
cveg,Carbon Mass in Vegetation,yrPt,Eyr,7.53,8389
sishevel,Maximum Shear of Sea-Ice Velocity Field,mon,SImon,7.51,120
shrubfrac,Percentage Cover by Shrub,yr,Eyr,7.37,23424
sistresave,Average Normal Stress in Sea Ice,mon,SImon,7.23,131
oxprod,Total Odd Oxygen (Ox) Production Rate,mon,EmonZ,7.22,391
rsdt,TOA Incident Shortwave Radiation,3hrPt,CF3hr,7.19,34
litemptopis,Ice Sheet Temperature at Top of Ice Sheet Model,mon,LImon,7.18,497
clitter,Carbon Mass in Litter Pool,yrPt,Eyr,7.17,7969
pppico,Net Primary Mole Productivity of Carbon by Picophytoplankton,yr,Oyr,7.17,21
rlus,Surface Upwelling Longwave Radiation,3hrPt,CF3hr,7.11,24
msftmyz,Ocean Meridional Overturning Mass Streamfunction,mon,Omon,7.04,177
clwvic,Convective Condensed Water Path,mon,Emon,7.03,144
sftgrf,Grounded Ice Sheet Area Percentage,mon,LImon,7.03,3263
rsds,Surface Downwelling Shortwave Radiation,3hrPt,CF3hr,7.00,25
orog,Surface Altitude,fx,fx,7.00,56257
rsus,Surface Upwelling Shortwave Radiation,3hrPt,CF3hr,6.90,25
rsutcs,TOA Outgoing Clear-Sky Shortwave Radiation,3hrPt,CF3hr,6.90,41
csoil,Carbon Mass in Model Soil Pool,yr,Eyr,6.87,13763
hurs,Near-Surface Relative Humidity,3hrPt,CF3hr,6.79,19
cct,Air Pressure at Convective Cloud Top,monC,Amon,6.78,79
rlutcs,TOA Outgoing Clear-Sky Longwave Radiation,3hrPt,CF3hr,6.77,22
nother,"Nitrogen Mass in Vegetation Components Other than Leaves, Stem and Root",mon,Emon,6.73,6730
tsnis,Ice Sheet Snow Internal Temperature,mon,LImon,6.65,451
litemptop,Temperature at Top of Ice Sheet Model,mon,ImonGre,6.64,453
vmrox,"Mole Fraction of Odd Oxygen (O, O3 and O1D)",mon,EmonZ,6.64,367
cltmodis,MODIS Total Cloud Cover Percentage,mon,Emon,6.63,608
co3abioos,Surface Abiotic Carbonate Ion Concentration,mon,Omon,6.62,13
vegheightpasture,Height of Pastures,mon,Emon,6.58,317
litemptop,Temperature at Top of Ice Sheet Model,mon,ImonAnt,6.56,437
fraclut,Percentage of Grid Cell for Each Land-Use Tile,yr,Eyr,6.56,6097
od550bb,Aerosol Optical Depth at 550nm Due to Biomass Burning,mon,AERmon,6.47,481
vegfrac,Total Vegetated Percentage Cover,yr,Eyr,6.39,23465
cldnci,Ice Crystal Number Concentration of Cloud Tops,mon,Emon,6.29,77
tntnogw,Temperature Tendency Due to Non-Orographic Gravity Wave Dissipation,mon,EmonZ,6.27,640
fgdms,Surface Downward Mass Flux of Carbon-13 as 13CO2 [kgC m-2 s-1],mon,Omon,6.26,28
snm,Surface Snow Melt,mon,ImonGre,6.05,1035
snm,Surface Snow Melt,mon,ImonAnt,6.00,1018
exparag,Downward Flux of Aragonite,yr,Oyr,5.99,18
csoillut,carbon  in soil pool on Land-use tiles,yr,Eyr,5.95,4715
fco2nat,Surface Carbon Mass Flux into the Atmosphere Due to Natural Sources [kgC m-2 s-1],mon,Lmon,5.92,4587
tntscp,Tendency of Air Temperature Due to Stratiform Clouds and Precipitation,mon,EmonZ,5.75,2553
rsd,Downwelling Shortwave Radiation,fx,Efx,5.73,12074
rlu,Upwelling Longwave Radiation,fx,Efx,5.72,12436
clittershrub,Carbon Mass in Litter on Shrub Tiles,mon,Emon,5.69,3321
rsu,Upwelling Shortwave Radiation,fx,Efx,5.67,12040
rld,Downwelling Longwave Radiation,fx,Efx,5.60,12476
sfcwind,Near-Surface Wind Speed,prim3hr,Prim3hr,5.50,4
rsdt,TOA Incident Shortwave Radiation,1hrCM,E1hrClimMon,5.41,20
sltbasin,Northward Ocean Salt Transport,mon,EmonZ,5.37,14310
rhshrub,Heterotrophic Respiration on Shrub Tiles as Carbon Mass Flux [kgC m-2 s-1],mon,Emon,5.25,1665
rlsaf,Surface Net Aerosol-Free Longwave Radiation,mon,AERmon,5.19,1020
rssaf,Surface Net Aerosol-Free Shortwave Radiation,mon,AERmon,5.19,1092
rsscsaf,Surface Net Aerosol-Free Clear-Sky Shortwave Radiation,mon,AERmon,5.02,1094
csoillut,carbon  in soil pool on Land-use tiles,yrPt,Eyr,4.98,1933
areacella,Grid-Cell Area for Atmospheric Grid Variables,fx,fx,4.98,155556
csoilshrub,Carbon Mass in Soil on Shrub Tiles,mon,Emon,4.97,2103
ci,Fraction of Time Convection Occurs in Cell,monC,Amon,4.94,53
jo3,Photolysis Rate of Ozone (O3),mon,EmonZ,4.87,305
masso,Sea Water Mass,mon,Omon,4.81,84534
utendnogw,Eastward Acceleration Due to Non-Orographic Gravity Wave Drag,mon,EmonZ,4.77,541
tslsi,Surface Downwelling Shortwave Radiation,3hr,3hr,4.69,1
rsdscs,Surface Downwelling Clear-Sky Shortwave Radiation,3hrPt,CF3hr,4.62,41
hfbasinpmdiff,Northward Ocean Heat Transport Due to Parameterized Mesoscale Diffusion,mon,Omon,4.59,9348
tntc,Tendency of Air Temperature Due to Convection,mon,EmonZ,4.55,2533
cltc,Convective Cloud Cover Percentage,3hrPt,CF3hr,4.55,15
sndmasswindrif,Snow Mass Rate of Change Through Wind Drift of Snow,mon,SImon,4.53,409
cveglut,Carbon in Vegetation on Land-Use Tiles,yrPt,Eyr,4.51,1617
prc,Convective Precipitation,3hrPt,CF3hr,4.42,25
intpp,Iron Production,mon,Omon,4.39,356
clivi,Ice Water Path,3hrPt,CF3hr,4.39,19
tauu,Surface Downward Eastward Wind Stress,3hrPt,CF3hr,4.34,22
cnc,Aerodynamic Resistance,day,Eday,4.31,41
clwvi,Condensed Water Path,3hrPt,CF3hr,4.25,19
rsutcs,TOA Outgoing Clear-Sky Shortwave Radiation,1hrCM,E1hrClimMon,4.17,17
climodis,MODIS Ice Cloud Area Percentage,mon,Emon,4.14,425
prra,Rainfall Flux over Land Ice,mon,ImonGre,4.12,589
simprefrozen,Thickness of Refrozen Ice on Melt Pond,mon,SImon,4.12,209
prra,Rainfall Flux over Land Ice,mon,ImonAnt,4.11,596
hfbasinpadv,Northward Ocean Heat Transport Due to Parameterized Eddy Advection,mon,Omon,4.10,9768
ocontempmint,Depth Integral of Product of Sea Water Density and Conservative Temperature,yr,Oyr,4.07,120
cltisccp,CALIPSO High Level Cloud Area Percentage,day,CFday,3.97,2
rlutcsaf,TOA Outgoing Clear-Sky,mon,AERmon,3.91,786
co2mass,Total Atmospheric Mass of CO2,mon,Amon,3.85,49956
rsutcsaf,TOA Outgoing Clear-Sky,mon,AERmon,3.82,785
clitterlut,Carbon  in Above and Below-Ground Litter Pools on Land-Use Tiles,yr,Eyr,3.81,2428
huss,Meridional Overturning Circulation at 34S,3hrPt,3hr,3.77,1
cveglut,Carbon in Vegetation on Land-Use Tiles,yr,Eyr,3.72,2533
tnkebto,Tendency of Ocean Eddy Kinetic Energy Content Due to Parameterized Eddy Advection,yr,Oyr,3.60,84
sncis,Ice Sheet Snow Cover Percentage,mon,LImon,3.52,807
parag,Aragonite Production,yr,Oyr,3.50,20
cveg,Carbon Mass in Vegetation,yr,Eyr,3.44,5399
dispkexyfo,Ocean Kinetic Energy Dissipation per Unit Area Due to XY Friction,yr,Oyr,3.35,76
prsnsn,Fraction of Snowfall (Including Hail and Graupel) on Snow,day,Eday,3.30,38
cproduct,Carbon Mass in Products of Land-Use Change,yrPt,Eyr,3.29,2310
snicefreez,Surface Snow and Ice Refreeze Flux,mon,ImonGre,3.25,496
clt,Total Cloud Cover Percentage,prim6hr,Prim6hr,3.22,3
snicefreez,Surface Snow and Ice Refreeze Flux,mon,ImonAnt,3.18,496
snicefreezis,Ice Sheet Surface Snow and Ice Refreeze Flux,mon,LImon,3.12,485
cother,Carbon Mass in Vegetation Components Other than Leaves,mon,Emon,3.09,1145
jo2,Photolysis Rate of Diatomic Molecular Oxygen,mon,EmonZ,3.07,300
bigthetaoga,Global Average Sea Water Conservative Temperature,mon,Omon,2.89,65472
albdirbnd,Direct Surface Albedo for Each Band,3hrPt,E3hrPt,2.82,20
tnpeo,Tendency of Ocean Potential Energy Content,monC,Oclim,2.78,743
snmis,Ice Sheet Surface Snow Melt,mon,LImon,2.73,454
cltcalipso,CALIPSO Total Cloud Cover Percentage,3hrPt,E3hrPt,2.71,34
fnloss,Total Nitrogen Lost (Including NHx,mon,Emon,2.67,1124
cllcalipso,CALIPSO Low Level Cloud Cover Percentage,3hrPt,E3hrPt,2.65,32
swtoafluxaerocs,TOA Outgoing Clear-Sky Shortwave Flux Due to Volcanic Aerosols,6hrPt,6hrPlevPt,2.63,11
fngas,Total Nitrogen Lost to the Atmosphere (Sum of NHx,mon,Emon,2.54,1213
rlscsaf,Surface Net Aerosol-Free Clear-Sky Longwave Radiation,mon,AERmon,2.53,510
rlscsaf,Surface Net Aerosol-Free Clear-Sky Longwave Radiation ,mon,AERmon,2.53,510
fnleach,Total Nitrogen Loss to Leaching or Runoff (Sum of Ammonium,mon,Emon,2.53,1344
tntd,Tendency of Air Temperature Due to Numerical Diffusion,subhrPt,Esubhr,2.43,11
rsdscs,Convective Precipitation,3hr,3hr,2.41,1
sci,Fraction of Time Shallow Convection Occurs,monC,Amon,2.41,43
sfriver,Salt Flux into Sea Water from Rivers,mon,Omon,2.37,160
fahlut,Anthropogenic Heat Flux Generated from non-Renewable Human Primary Energy Consumption,mon,Emon,2.36,551
clitter,Carbon Mass in Litter Pool,yr,Eyr,2.33,3705
rlut,Snowfall Flux,day,day,2.09,72
albdiffbnd,Diffuse Surface Albedo for Each Band,3hrPt,E3hrPt,2.04,13
snicem,Surface Snow and Ice Melt Flux,mon,ImonAnt,2.04,541
epc100,Mole Concentration of Dimethyl Sulphide in Sea Water,mon,Omon,1.98,276
snicem,Surface Snow and Ice Melt Flux,mon,ImonGre,1.98,535
clmcalipso,CALIPSO Mid Level Cloud Cover Percentage,3hrPt,E3hrPt,1.93,35
fco2nat,Surface Carbon Mass Flux into the Atmosphere Due to Natural Sources [kgC m-2 s-1],subhrPt,CFsubhr,1.82,3
clhcalipso,CALIPSO High Level Cloud Area Percentage,3hrPt,E3hrPt,1.81,39
ch4global,Global Mean Mole Fraction of CH4,mon,Amon,1.80,9279
snicemis,Ice Sheet Surface Snow and Ice Melt Flux,mon,LImon,1.78,471
bs550aer,Aerosol Backscatter Coefficient,6hrPt,6hrLev,1.76,2
emiaco,Total Emission Rate of Anthropogenic CO,mon,AERmon,1.74,77
mfo,Sea Water Transport,mon,Omon,1.72,13173
utendepfd,Tendency of Eastward Wind Due to Eliassen-Palm Flux Divergence,mon,Amon,1.68,19
psl,Eastward Wind,3hr,E3hr,1.64,2
dispkevfo,Ocean Kinetic Energy Dissipation per Unit Area Due to Vertical Friction,monC,Oclim,1.63,450
fco2antt,Carbon Mass Flux into Atmosphere Due to All Anthropogenic Emissions of CO2 [kgC m-2 s-1],subhrPt,CFsubhr,1.60,1
wbptemp,Eastward Wind,6hrPt,6hrPlevPt,1.53,1
n2oglobal,Global Mean Mole Fraction of N2O,mon,Amon,1.47,4630
icemis,Ice Sheet Surface Ice Melt Flux,mon,LImon,1.46,584
emianox,Total Emission Rate of Anthropogenic NOx,mon,AERmon,1.42,60
nother,Nitrogen Mass in Vegetation Components Other than Leaves,mon,Emon,1.38,1105
cproductlut,Wood and Agricultural Product Pool Carbon Associated with Land-Use Tiles,yrPt,Eyr,1.36,565
cproduct,Carbon Mass in Products of Land-Use Change,yr,Eyr,1.36,1431
fnox,Total Land NOx Flux,mon,Emon,1.34,486
diftrblo,Ocean Tracer Diffusivity Due to Parameterized Mesoscale Advection,monC,Oclim,1.31,351
diftrelo,Ocean Tracer Epineutral Laplacian Diffusivity,monC,Oclim,1.30,340
msftyzsmpa,Ocean Y Overturning Mass Streamfunction Due to Parameterized Submesoscale Advection,mon,Omon,1.27,56
rldscs,Total Runoff,day,CFday,1.27,1
irrlut,Irrigation Flux Including any Irrigation for Crops,mon,Emon,1.25,3233
ci,Fraction of Time Convection Occurs in Cell,3hrPt,CF3hr,1.23,11
icem,Surface Ice Melt Flux,mon,ImonGre,1.23,474
pflw,Liquid Water Content of Permafrost Layer,mon,LImon,1.22,10
icem,Surface Ice Melt Flux,mon,ImonAnt,1.21,464
rsuscs,Surface Downwelling Longwave Radiation,day,CFday,1.21,1
vtendnogw,Northward Acceleration Due to Non-Orographic Gravity Wave Drag,mon,EmonZ,1.21,268
rtmt,Net Downward Radiative Flux at Top of Model,3hrPt,CF3hr,1.20,7
rlutcs,Water Vapor Path,day,CFday,1.19,1
hfy,Temperature Flux Due to Runoff Expressed as Heat Flux into Sea Water,mon,Omon,1.16,3
rsutcs,TOA Outgoing Clear-Sky Longwave Radiation,day,CFday,1.16,1
prw,Mole Fraction of O3,day,Eday,1.15,4
mmraerso4,Aerosol Sulfate Mass Mixing Ratio,mon,Emon,1.13,53
fbddtalk,Downward Flux of Calcite,mon,Omon,1.13,273
fanthdisturb,Carbon Mass Flux from Vegetation,mon,Emon,1.13,1119
dpco2,Natural Dissolved Inorganic Carbon Concentration,mon,Omon,1.12,273
fbddtdisi,Water Evaporation Flux Where Ice Free Ocean over Sea,mon,Omon,1.12,273
fbddtdife,Downward Flux of Particulate Nitrogen,mon,Omon,1.12,273
fbddtdic,Downward Flux of Particulate Iron,mon,Omon,1.12,273
fgo2,Surface Downward Mass Flux of Carbon-14 as Abiotic 14CO2 [kgC m-2 s-1],mon,Omon,1.12,273
dpo2,Dissolved Organic Carbon Concentration,mon,Omon,1.12,273
froc,Surface Downward SF6 Flux,mon,Omon,1.12,273
fbddtdin,Downward Flux of Particulate Phosphorus,mon,Omon,1.11,273
fric,Surface Downward Mass Flux of Carbon as Natural CO2 [kgC m-2 s-1],mon,Omon,1.11,273
chldiatos,Surface Calcite Concentration,mon,Omon,1.11,273
fbddtdip,Downward Flux of Particulate Silicon,mon,Omon,1.11,273
no3os,Ocean Y Overturning Mass Streamfunction Due to Parameterized Mesoscale Advection,mon,Omon,1.11,273
intpcalcite,Dissolved Inorganic Carbon Content,mon,Omon,1.11,273
phydiatos,Surface Natural pH,mon,Omon,1.11,273
intdic,Heat Flux into Sea Water Due to Snow Thermodynamics,mon,Omon,1.10,273
hfevapds,Northward Ocean Heat Transport,mon,Omon,1.10,273
po4os,Mole Concentration of Total Phytoplankton Expressed as Phosphorus in Sea Water,mon,Omon,1.10,273
sios,Surface Net Downward Longwave Radiation,mon,Omon,1.10,273
intpoc,Aragonite Production,mon,Omon,1.10,273
dfeos,Mole Concentration of Carbonate Ion in Equilibrium with Pure Aragonite in Sea Water,mon,Omon,1.10,273
intpbsi,Flux of Inorganic Carbon into Ocean Surface by Runoff,mon,Omon,1.10,273
epsi100,Delta O2 Partial Pressure,mon,Omon,1.10,274
intppdiat,Phosphorus Production,mon,Omon,1.10,273
evs,Downward Flux of Aragonite,mon,Omon,1.10,273
rsdscs,Convective Precipitation,day,CFday,1.10,1
chlmiscos,Mass Concentration of Calcareous Phytoplankton Expressed as Chlorophyll in Sea Water,mon,Omon,1.10,273
wfonocorr,Virtual Salt Flux Correction,mon,Omon,1.09,266
intdoc,Surface Downward Sensible Heat Flux,mon,Omon,1.09,273
limndiat,Iron Limitation of Picophytoplankton,mon,Omon,1.09,273
intpbfe,Ocean Heat Y Transport,mon,Omon,1.09,273
intppnitrate,Nitrogen Fixation Rate in Ocean,mon,Omon,1.09,273
intppmisc,Calcite Production,mon,Omon,1.09,273
o2min,Ocean Y Overturning Mass Streamfunction Due to Parameterized Mesoscale Advection,mon,Omon,1.09,273
dispkexyfo,Ocean Kinetic Energy Dissipation per Unit Area Due to XY Friction,monC,Oclim,1.09,283
sootsn,Snow Soot Content,day,Eday,1.09,4
rsntds,Primary Carbon Production by Phytoplankton,mon,Omon,1.08,273
epcalc100,Surface Mole Concentration of Dimethyl Sulphide in Sea Water,mon,Omon,1.08,273
phymiscos,Mole Concentration of Diatoms Expressed as Carbon in Sea Water,mon,Omon,1.08,273
cfc11global,Global Mean Mole Fraction of CFC11,mon,Amon,1.08,3443
msftbarot,Ocean Grid-Cell Mass per Area,mon,Omon,1.08,273
cfc12global,Global Mean Mole Fraction of CFC12,mon,Amon,1.08,3396
zmesoos,Water Flux into Sea Water,mon,Omon,1.07,266
zmicroos,Upward Ocean Mass Transport,mon,Omon,1.07,266
limirrdiat,Net Primary Mole Productivity of Carbon by Picophytoplankton,mon,Omon,1.07,273
limirrmisc,Iron Limitation of Diatoms,mon,Omon,1.07,273
limnmisc,Irradiance Limitation of Diatoms,mon,Omon,1.06,273
o2os,Ocean Y Overturning Mass Streamfunction Due to Parameterized Submesoscale Advection,mon,Omon,1.05,273
tnkebto,Tendency of Ocean Eddy Kinetic Energy Content Due to Parameterized Eddy Advection,monC,Oclim,1.03,266
dissicos,Abiotic Dissolved Inorganic Carbon-14 Concentration,mon,Omon,1.02,273
talkos,Square of Sea Surface Salinity,mon,Omon,1.01,273
residualfrac,Percentage of Grid Cell That Is Land but neither Vegetation Covered nor Bare Soil,yr,Eyr,0.99,1905
swsffluxaero,Shortwave Heating Rate Due to Volcanic Aerosols,6hrPt,6hrPlevPt,0.96,22
phos,Flux of Organic Carbon into Ocean Surface by Runoff,mon,Omon,0.94,273
zo2min,Depth Below Geoid of Interfaces Between Ocean Layers,mon,Omon,0.91,266
mlotstmin,Nitrogen Limitation of Other Phytoplankton,mon,Omon,0.91,273
mlotstmax,Nitrogen Limitation of Diazotrophs,mon,Omon,0.90,273
sftgif,Land Ice Area Percentage,fx,fx,0.89,18178
rsdt,Surface Downwelling Longwave Radiation,day,CFday,0.81,1
limfediat,Net Primary Mole Productivity of Carbon by Calcareous Phytoplankton,mon,Omon,0.76,273
epfz,Upward Component of the Eliassen-Palm Flux,mon,Amon,0.76,7
ficeberg2d,Water Flux into Sea Water from Icebergs,mon,Omon,0.74,15
mrsofc,Capacity of Soil to Store Water (Field Capacity),fx,fx,0.73,13122
limfemisc,Net Primary Mole Productivity of Carbon by Diazotrophs,mon,Omon,0.72,273
intpn2,Dissolved Organic Carbon Content,mon,Omon,0.71,273
rivo,River Discharge,mon,Lmon,0.70,48
ctotfirelut,Total Carbon Loss from Natural and Managed Fire on Land-Use Tile,mon,Emon,0.68,954
tauucorr,Surface Downward X Stress Correction,mon,Omon,0.68,22
tauvcorr,Surface Downward Y Stress Correction,mon,Omon,0.66,21
simassacrossline,Sea Mass Area Flux Through Straits,mon,SImon,0.65,7795
cproductlut,Wood and Agricultural Product Pool Carbon Associated with Land-Use Tiles,yr,Eyr,0.64,357
diftrxylo,Ocean Tracer XY Laplacian Diffusivity,monC,Oclim,0.63,323
jpdftaureicemodis,MODIS Joint Distribution of Optical Thickness and Particle Size,3hrPt,E3hrPt,0.62,2
xgwdparam,Eastward Gravity Wave Drag,mon,EmonZ,0.61,33
ccb,Air Pressure at Convective Cloud Base,monC,Amon,0.59,9
sltnortha,Atlantic Northward Ocean Salt Transport,mon,EmonZ,0.58,333
lithk,Ice Sheet Thickness,yr,IyrGre,0.55,36
rootd,Maximum Root Depth,fx,fx,0.53,10034
snmassacrossline,Snow Mass Flux Through Straits,mon,SImon,0.50,4279
friver,Surface Upward Flux of DMS,mon,Omon,0.49,273
ygwdparam,Northward Gravity Wave Drag,mon,EmonZ,0.48,29
orog,Surface Altitude,yr,IyrGre,0.44,24
fngasfire,Total Nitrogen Lost to the Atmosphere (Including NHx,mon,Emon,0.44,33
areacellr,Grid-Cell Area for River Model Variables,fx,fx,0.42,5623
wfcorr,Sea Water Volume,mon,Omon,0.40,273
cllcalipso,Air Pressure at Convective Cloud Top,mon,CFmon,0.39,5
siareaacrossline,Sea-Ice Area Flux Through Straits,mon,SImon,0.39,3202
fco2nat,Mole Fraction of CO2,mon,Amon,0.38,273
sftgrf,Grounded Ice Sheet Area Percentage,fx,Efx,0.38,7169
swtoacsdust,clear sky  Shortwave flux due to dust at toa,mon,Emon,0.38,14
fco2nat,Mole Fraction of CO2,mon,Lmon,0.37,266
cltisccp,CALIPSO High Level Cloud Area Percentage,mon,CFmon,0.35,2
sfdsi,Downward Sea Ice Basal Salt Flux,dec,Odec,0.35,115
darag,Aragonite Dissolution,yr,Oyr,0.32,2
fco2antt,Mass Fraction of Cloud Liquid Water,mon,Amon,0.31,273
fveglittersenescence,Total Carbon Mass Flux from Vegetation to Litter as a Result of Leaf,mon,Emon,0.27,5
fngasnonfire,Total Nitrogen Lost to the Atmosphere (Including NHx,mon,Emon,0.27,4
lwsrfcsdust,Clear-Sky Surface Longwave Radiative Flux Due to Dust,mon,Emon,0.26,15
clhcalipso,Altitude of Model Full-Levels,mon,CFmon,0.25,3
swsrfcsdust,Clear-Sky Surface Shortwave Radiative Flux Due to Dust,mon,Emon,0.25,7
ksat,Saturated Hydraulic Conductivity,fx,Efx,0.24,498
topg,Bedrock Altitude,yr,IyrGre,0.24,5
vt100,Northward Eddy Temperature Flux,mon,AERmonZ,0.22,364
co2mass,Total Atmospheric Mass of CO2,day,day,0.21,2778
lwtoaasdust,TOA All-Sky Longwave Radiative Forcing Due to Dust,mon,Emon,0.20,12
hfgeoubed,Geothermal Heat Flux Beneath Land Ice,fx,IfxGre,0.19,337
topg,Bedrock Altitude,fx,IfxGre,0.18,277
slthick,Thickness of Soil Layers,fx,Efx,0.18,1409
lwsrfasdust,All-Sky Surface Longwave Radiative Flux Due to Dust,mon,Emon,0.17,14
swsrfasdust,All-Sky Surface Shortwave Radiative Flux Due to Dust,mon,Emon,0.16,11
wilt,Wilting Point,fx,Efx,0.14,339
sbl,Surface Snow and Ice Sublimation Flux,monC,Amon,0.14,5
ua100m,Eastward Wind at 100m,6hr,Prim3hrPt,0.14,2
acabf,Surface Mass Balance Flux,yr,IyrGre,0.14,8
vortmean,Relative Vorticity,6hr,6hrPlevPt,0.12,7
yvelbase,Y-Component of Land Ice Basal Velocity,yr,IyrGre,0.12,7
xvelbase,X-Component of Land Ice Basal Velocity,yr,IyrGre,0.12,6
